"species","decimalLongitude","decimalLatitude","year","coordinateUncertaintyInMeters","basisOfRecord"
"Parthenium hysterophorus",82.364006,17.866772,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.107502,11.000418,2020,7,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.020865,21.616631,2020,29,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.677294,10.816161,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.975266,14.435601,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.50699,21.21623,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.83384,13.180866,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.561019,13.067099,2020,9,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.46597,18.489973,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.37146,17.864489,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.752418,22.391904,2020,73,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.820587,20.276697,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.005012,25.004903,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.779482,17.659207,2020,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.154324,17.827997,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.308442,22.602636,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.752418,22.391904,2020,46,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.570659,21.040874,2020,9,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.98512,21.1599,2020,129,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.645944,11.338168,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.86194,25.467494,2020,68,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.727196,18.151903,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.985756,21.160745,2020,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",86.641113,23.688899,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",70.436773,21.342761,2020,9,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",84.144998,25.766641,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.780464,26.194633,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.46597,18.489973,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.983877,12.411611,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.983877,12.411611,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.308442,22.602636,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.162632,15.002805,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.770926,27.929097,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.936646,22.705824,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.003904,25.276908,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",70.840851,22.176607,2020,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.427229,16.331184,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.008109,25.359368,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.747562,22.803027,2020,78,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.207904,28.69455,2020,65,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",85.096356,25.639699,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.428288,29.120578,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.842072,25.452433,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.81972,30.677934,2020,9,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.847641,31.663608,2020,65,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.472515,30.968765,2020,50,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.985023,19.26453,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.847587,31.663484,2020,65,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.00326,25.276242,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.627621,13.251689,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",84.901016,25.110268,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.208983,28.67945,2020,6,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.02034,18.329529,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.216836,25.105273,2020,31,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.267088,18.054769,2020,9,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",85.854541,25.635125,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.84738,10.863617,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.333699,28.520551,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",85.324346,25.06747,2020,26,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.864243,25.257132,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.692222,32.136944,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.958696,26.482077,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.679717,9.57481,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.36971,28.39851,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.434509,29.511794,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",86.861712,24.641056,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.632222,8.165,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",86.527599,23.712778,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.384756,24.670088,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",84.871193,19.323403,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",86.526768,23.707791,2020,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.47753,10.385433,2020,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.645088,27.589363,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",86.99609,22.98781,2020,72,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.245993,18.845675,2020,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.320286,28.610299,2020,22,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.495388,23.213956,2020,26,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.0283,16.237233,2020,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.725357,16.599653,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",85.569411,24.899672,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.050541,17.291599,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.759827,15.034174,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.406175,18.10492,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.701155,23.174613,2020,34,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.681647,18.34352,2020,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.788617,30.758626,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.409123,29.127165,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.674728,21.307409,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",84.452219,24.851597,2020,26,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.633545,18.45538,2020,147,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",84.889388,22.24496,2020,9,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.950728,25.358335,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.117465,25.574115,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.79136,16.374492,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.178499,25.921768,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.793158,24.155756,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.803934,25.663458,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.700579,23.173665,2020,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.08655,25.59318,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.039547,24.204448,2020,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.904867,18.498566,2020,13,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.793158,24.155756,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.613182,12.285852,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.313002,14.278804,2020,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",84.674554,25.672264,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",85.667423,24.964634,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.443889,9.416667,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.108611,16.48,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",86.181072,22.253242,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.476524,20.697484,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",86.150852,24.365142,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.008181,11.058757,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.712797,23.215268,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.103454,22.146559,2020,13,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.21503,26.223806,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.08729,16.603351,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.886962,27.920946,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.19857,22.842575,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.158615,26.784842,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.547838,22.097259,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",86.145914,23.651218,2020,12,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.152778,23.283333,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.181942,26.052216,2020,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.789985,25.989232,2020,19,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.703098,9.689477,2020,9,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.361264,26.420083,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.181942,26.052216,2020,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.128341,24.098281,2020,6,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.329328,25.874945,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.80627,13.006865,2020,12,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.476524,20.697484,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.532101,17.490308,2020,22,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.22525,10.541661,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.601738,28.201143,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.778955,25.429259,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.629757,29.444535,2020,11,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.601738,28.201143,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.69989,14.581599,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.394444,30.308333,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.962039,26.74955,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.255779,26.411962,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.285164,29.101184,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.225967,28.712509,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.874425,18.538787,2020,2,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",86.206479,20.761262,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.82649,27.055012,2020,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.405235,22.398598,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.694844,13.020144,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.021704,25.265635,2020,41,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.592347,28.867108,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.898985,28.408994,2020,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.640223,12.768296,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.057346,22.332086,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.476278,28.08458,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.361638,17.434143,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",70.41,21.5,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",86.172614,22.808691,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.14661,18.644784,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.650084,30.813945,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.732262,17.767073,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.957982,19.200356,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.811051,26.865528,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.057585,28.434927,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.763268,12.999813,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.633161,26.558892,2020,32,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.954809,17.940885,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.262444,24.118817,2020,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.532353,16.850566,2020,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.837086,30.900943,2020,30,"HUMAN_OBSERVATION"
